Letter ID,Sentence
ASCC 6908,"noten schwer abzuschreiben; weiß erfahrung, früheren kopiert, geld hatte."
ASCC 6908,"können bezalen, weigl andre operetten."
ASCC 6908,schicke klavier stücke .
ASCC 6908,bitte also: sofort drucken!
ASCC 6908,"(bitte: drücken, glas!)"
ASCC 6908,nochmals: herzliche glückwünsche beginn unseres vertrags herzliche glückwünsche ablauf … (ach)zehn jahren!?!
ASCC 6908,"gegrüßt, lassen gutgehen, kosten."
ASCC 6908,"sehen laune; ver derben nicht, überlassen ruhig andern, pünktlich gründlich besorgt werden."
ASCC 6909,"bitte veranlassen sie, kopisten stimmen ii."
ASCC 6909,"streich=quartettes zweimal abschreibt (cirka 140 seiten), unterschriebene rechnung legt, bezalt, burreau (verreist) sind."
ASCC 6909,dürfte ungefähr 15. fertig werden.
ASCC 6909,"dann: sagten zu, noten korrigiert werden."
ASCC 6909,geben?
ASCC 6909,"hoffe bevor abreisen einmal, für paar minuten können."
ASCC 6909,"jedenfalls hoffe ich, angelegenheiten inzwischen gang gebracht werden: stich clavierstücke; kammersinfonie ; maschinschreiberin (dringend, ver geht!!!)"
ASCC 6909,etc…
ASCC 6910,etwas!
ASCC 6910,"fahren fort möchte sachen erledigen: dagegen, charakteristisches kapitel harmonielehre zeitschrift veröffenlichung übergebe."
ASCC 6910,"glaube können interesse haben, spräche."
ASCC 6910,teil: vornherein reklame für werk „vordruck“ angesehen; gebräuchlich herausgabe buches.
ASCC 6910,könnte draufschreiben „mit bewilligung universal-edition“… bitte sofortige antwort!
ASCC 6910,hier?
ASCC 6910,schreiberin gekommen?
ASCC 6910,erscheint die?
ASCC 6910,warte vergeht?
ASCC 6910,?
ASCC 6911,frl.
ASCC 6911,"ruppert vermute, – zurückkommen – brechung eintreten wird."
ASCC 6911,nicht!
ASCC 6911,harmonielehre 15.
ASCC 6911,"sept. fertigbringe, saison fertig, winter ."
ASCC 6911,ma chen harmonielehre arbeiten; komponiert grössere arbeiten vor.
ASCC 6911,"erinnern, zugesagt haben, dame engagieren, für hat."
ASCC 6911,austritt frl.
ASCC 6911,"pop per wochen verloren, früher wochen schuld."
ASCC 6911,vorwärts kommen.
ASCC 6911,woche höchstens 30-40 seiten dik tieren; buch gering 450 seiten haben; zka.
ASCC 6911,"130 fertig, bleiber 320 seiten."
ASCC 6911,september wochen.
ASCC 6911,"durchschnittlich 35 seiten gerechnet, 260 seiten."
ASCC 6911,"immerhin chance, oktober fertig werde."
ASCC 6911,"unterbrechen muss, unmöglich."
ASCC 6911,"bitte also, veranlassen rasch möglich etwas."
ASCC 6911,"handelt blos dabei, einhaltung termines."
ASCC 6911,"werk heraussen haben, verrechnung bringen."
ASCC 6911,"bitte, dringend rasch möglich."
ASCC 6911,budapest quartett aufgeführt .
ASCC 6911,volkmar andreae geschrieben .
ASCC 6911,"gelegenheit müssen besprechen, wel chen anteil bearbeitung busonis bekom me."
ASCC 6911,"nicht, einsteckt."
ASCC 6912,schickten bürstenabzüge klavierstücke.
ASCC 6912,manuskript vorige (erste) korrektur nicht.
ASCC 6912,"vorlagen unbedingt haben, stücke auswendig korrigieren ausführung früheren fehlerausbesserungen vergleichen will."
ASCC 6912,bitte sofort senden
ASCC 6913,bitte simons große schwierigkeiten materialpreis machen.
ASCC 6913,"insbesondere, zugesagte mannheimer material beste ste hen sollte."
ASCC 6913,aufführung wichtigste!
ASCC 6913,"termin: womöglich jänner, ansonstens februar."
ASCC 6913,möchte vertrag abschluss lesen!
ASCC 6913,korngold brauchen sagen.
ASCC 6913,"ausschnitt gezeigt; hervor, habe, verstanden, falsch zitiert hat."
ASCC 6913,bitte lassen gurre lieder copiatur – dann: stimmen orchester-lieder – karbach?
ASCC 6913,"mitteilen, harmonielehre mahler gewid met wird."
ASCC 6913,widmung angenommen.
ASCC 6913,"roszavölgyi bitte eventuell, falls bedingungen eingeht außersten treiben!"
ASCC 6913,entschuldigen „bleistift“—
ASCC 6914,höre ihnen!
ASCC 6914,bitte antwort.
ASCC 6915,frau dr pappenheim dienstag 1/2 3 nachmittags bureau damen dichtung text monodram diktieren .
ASCC 6915,geben schnell schreibt.
ASCC 6915,stunde bloß zeit.
ASCC 6915,werk sende sobald senden gleichzeitig abschrift fertig ist.
ASCC 6915,"bitte soviel kopien möglich wenns fertig ist, schicken."
ASCC 6915,frau dr pappenheim könnte eventuell früher (1/2 2 uhr) da.
ASCC 6915,eventuell könnten vormittags 16004 allgem.
ASCC 6915,krankenhaus anrufen.
ASCC 6915,"beiliegende karte, erledigen bitte, erwähnt bestellung 1 exemplar ii."
ASCC 6915,"quartettes, herrn englisch übergab."
ASCC 6915,fertigstellung noten irgendwie beschleunigen.
ASCC 6915,"jedenfalls bitte bestellung zumerken noten sofort abzusenden, sobald vorhanden sind."
ASCC 6915,anzahl exemplare 2 ten quartettes mir.
ASCC 6915,"benötigt, umschläge drauf kommen."
ASCC 6915,ladenpreis herrn dir.
ASCC 6915,h. 5 mark vereinbart.
ASCC 6915,abzuschreibende (unleserliche) manuskript liegt
ASCC 6916,bitte beiliegende karte erledigen!
ASCC 6916,ferner: rózsavölgyi (budapest) braucht sofort!!!
ASCC 6916,für aufführung sofort quartett partitur verlangt „chorstimmen“ (meint wahrscheinlich gesangsstimme klavierauszug).
ASCC 6916,"giebt bitte 2 quartettpartituren schicken, für sängerin.)"
ASCC 6916,können klavierauszug (cirka 12 seiten) kopieren lassen?
ASCC 6916,schüler berg sich.
ASCC 6916,"bitte erledigen sofort, umschläge sollten!"
ASCC 6916,dann: quartett partituren anfertigen lassen müssen?
ASCC 6916,hundert da?
ASCC 6916,"wäre möglich budapest, münchen, prag heller größere anzahl drucken verkaufen!"
ASCC 6916,„matrizen“ senden?
ASCC 6916,dann: noten?
ASCC 6916,wäre höchste zeit!
ASCC 6916,– orchesterlieder stich?
ASCC 6916,"scheint lassen stich, noten!!!"
ASCC 6916,nb: bestellungen aufs quartett erledigt??
ASCC 6916,?
ASCC 6917,bitte herrn polnauer (hörer prof adler) für musikhistorische institut exemplar klavierstücke exemplar quartetts op 10 „spenden“.
ASCC 6918,"korrekturen orchesterlieder durchnehmen, orchester partituren vorliegen."
ASCC 6918,bitte rasch möglich senden.
ASCC 6918,ferner: erhalten
ASCC 6919,orchesterlied op 8 nr 5 fehlt seite (seite 3) erhalten.
ASCC 6919,bitte schleunigst schicken lassen.
ASCC 692,werk herrn stein größter mühe sorgfalt korrigiert worden.
ASCC 692,"bitte verlag druckerei: weder kosten, mühe sorg falt scheuen, schlussarbeiten leistung würdig gebe erklärung ab, ich: geringsten abweichung druckes letzten korrektur mitteln vernichtung betreffenden bogens dringen werde."
ASCC 6920,"sagten zu, mahler lieder (alles für gesang klavier klavier-auszug) erschienen ist, konto kann."
ASCC 6920,bitten: her!!
ASCC 6920,– dann: bekommt pelleas partitur fried?
ASCC 6920,möchten verlangen?
ASCC 6921,bitte veranlassen sofort absendung op 11 klavierstücken op 10 streichquartett fis moll r. louis webern irrtümlicherweise korrekturen geschickt (statt mich!)
ASCC 6921,"müssen schicken, trage ausbesserungen exemplar sehe nach, ausgebessert hat, verändert will."
ASCC 6922,brauche dringend kopie paar seiten harmonielehre.
ASCC 6922,„vorrede“ überschriebenen kapitel.
ASCC 6922,glaube 8 seiten.
ASCC 6922,ar beit einstweilen zurücklassen.
ASCC 6922,"bitte: rasch, möglich."
ASCC 6922,"liegenden exemplar fehler drin, unbegreiflich scheinen."
ASCC 6922,"bitte schreiben lassen, steht."
ASCC 6922,"enträtseln, wahre sinn ist."
ASCC 6924,fehlt seite 8 9 -12 harmonielehre.
ASCC 6924,bitte schicken abschriften rasch möglich.
ASCC 6924,arbeiten.
ASCC 6924,(dass seiten fehlen) durchschlagpapier geschrieben haben.
ASCC 6925,empfehle herrn polnauer für korrektur abtheilung
ASCC 6926,bitte: i. pelleas partitur fried gekommen?
ASCC 6926,ii.
ASCC 6926,kopie gurre-lieder clavier auszugs fertig?
ASCC 6926,brauche dringendst.
ASCC 6927,"bitte geben herrn berg exemplar harmonie lehre, liegt."
ASCC 6927,"sagen, wozu braucht (in angelegenheit) dringen wunsch überbringen, unbedingt sofort erfüllen müssen."
ASCC 6927,nb: brief natürlich beantwortet!!
ASCC 6927,fried schickt partitur nicht!
ASCC 6928,i. vollständige trennung redaktion admini stration.
ASCC 6928,heißt: text irgendwie beeinflußt ueberlegungen admini strativer vorteile.
ASCC 6928,ii.
ASCC 6928,ueber annahme ablehnung beiträgen redaktionellen entscheide allein!
ASCC 6928,iii.
ASCC 6928,"zeitung erscheint monatlich größerem umfang 36–48 seiten, zweimal 24–36 seiten."
ASCC 6928,iv.
ASCC 6928,zeitung hält weise ans aktuelle.
ASCC 6928,"bringt weder sofortige konzert, theater novitätenberichte, gezwungen sonstigen tages ereignissen stellung nehmen."
ASCC 6928,"entscheidend aktualität stoffes, art be handelt ist."
ASCC 6928,sinne geschieht besprechung novitäten a) noten führung anlass b) anlässlich aufführung noten material referenten vorgelegen ist.
ASCC 6928,"jedenfalls sofort aufführung, für verdauung angemessenen abstand."
ASCC 6928,iii.
ASCC 6928,) werke besprochen für autor einsetzt.
ASCC 6928,"wahrung höherer kunstinteressen handelt, gelegentlich stellung genommen werden."
ASCC 6928,iv.
ASCC 6928,) wichtigste anlass für annahme besprechung 1) talentierten schrift steller artikel darüber ge lungen ist.
ASCC 6928,2.)
ASCC 6928,notwendigkeit fordert talent fördernd beizuspringen.
ASCC 6928,"v. für besprechung aufführungen, beurteilung ausüben, sängern, virtuosen dirigenten gelten iv genannten grundsätze."
ASCC 6928,"jedenfalls ausübende aufführungen gesondertem hang besprochen werden, anschließend jeweilige aufführung."
ASCC 6928,stereotype gezwungene phrasenhafte lobhudeln ungereifte tadel vermieden werden.
ASCC 6928,"könnten einzelnen größeren essays wichtigen personen institute be handelt werden, autor dringend erscheinen."
ASCC 6928,"etwa: jährlich aufsatz über hofoper, volksoper, konzert-verein etc."
ASCC 6928,"über gutheil, über rose, etc."
ASCC 6928,gelegentlich einmal.
ASCC 6928,vi.
ASCC 6928,"erfordert, redaktion keinesfalls behindert verwendung notenbeispielen."
ASCC 6928,vii.
ASCC 6928,"beiträgen (bilder, kompositionen etc) abge sehen dringenden fällen bedeutendes talent hinzuweisen probe gebracht."
ASCC 6928,viii.
ASCC 6928,"äußere ausstattung anbelangt, bloß „pflanz“ nenden zierrat abzusehen äußerste schlicht heit beziehung anzustreben."
ASCC 6928,ix.
ASCC 6928,mitarbeiter gedenke gelegent lich aufzufordern: mitarbeiter gefordert.
ASCC 6928,aufforderung beitrag verpflichtung abdruck ausge sprochen.
ASCC 6928,"x. gedenke für schrift beiträge liefern: x. ü rde bestrebt nummer einzurichten, theil beiträge geschrieben ist."
ASCC 6928,xi.
ASCC 6928,"zeitung objektiv sein, giebts kunst, wers behauptet quatscht, subjektiv."
ASCC 6928,"gerecht gefallen wollen, sondern, sein, vorbild dienen kann."
ASCC 6928,künstlerische gewissen sein.
ASCC 6928,"standesfragen befassen dürfen, betreffenden aufsätze standesge mäß geschrieben entsprechende fälle aufweisen."
ASCC 6928,"anfang stehe einfall, karakter mut!!"
ASCC 6928,"herr direktor bitte teilen mit, wollen, augenblicklich begeistert dafür!"
ASCC 6929,beiliegend: über violin ii.
ASCC 6929,liste.
ASCC 6929,"wenig, sehen."
ASCC 6929,"schenken könnten, wäre lieb."
ASCC 6929,schicken sies akademie für mich. lieb.
ASCC 6929,"ziffern 1, 2, 3, andeuten 1."
ASCC 6929,linie brauche.
ASCC 6929,bitte: stoßen daran.
ASCC 6929,"arnold schönberg wien, xiii."
ASCC 6929,hietzinger hauptstrasse 113
ASCC 6930,"bitte freundliche mitteilung, i. pelleas-partitur autografiert wird?"
ASCC 6930,ii.
ASCC 6930,gurre lieder kopiert sind?
ASCC 6930,iii.
ASCC 6930,orchesterlieder fertig werden?
ASCC 6931,"bitte: teilen sofort mit, karte brief „über violin“ liste beilagen, erhalten haben."
ASCC 6931,"– unfrankiert aufgegeben, verloren!"
ASCC 6931,"jedenfalls mir, wäre unangenehm!"
ASCC 6932,1.)
ASCC 6932,rebner quartett wünscht fismoll quartett op.
ASCC 6932,10 bitte: partitur schicken stimmen anfragen!
ASCC 6932,2.)
ASCC 6932,"zeitschrift „pan“ verlag cassirer (berlin w10, viktoriastr 5) verlangte (postwendend) lied beitrag."
ASCC 6932,sandte; bitte nachträgliche zustimmung .
ASCC 6932,"schicken direkt (aber sofort, eilt!)"
ASCC 6932,dorthin.
ASCC 6932,"schrieb, gäben zustimmung gewöhnlich nur, honorar erhalte."
ASCC 6932,bitte schreiben sinne (eilt!
ASCC 6932,dringend!)
ASCC 6932,3.)
ASCC 6932,noten für akademie- handbibliothek umtauschen lassen.
ASCC 6932,bitte: geben gebundene exemplare (volksausgabe).
ASCC 6932,geld fürs binden bezalen.
ASCC 6932,(eilt!
ASCC 6932,dringend!)
ASCC 6932,4.)
ASCC 6932,bitte lassen geld für quartette (abzüglich 50 kronen) senden.
ASCC 6932,"lassen abrechnen, verkauft ist."
ASCC 6932,kanns brauchen interesse!
ASCC 6932,(eilt!
ASCC 6932,dringend!)
ASCC 6932,bitte erledigen sofort.
ASCC 6933,bitte teilen resultat kalkulation harmonielehre mit.
ASCC 6933,möchte wissen.
ASCC 6933,dann: bitte!!
ASCC 6933,sofort druck geben!
ASCC 6933,wahrscheinlich 8. 10.
ASCC 6933,april fertig bin.
ASCC 6933,möchte 2te korrektur sofort lesen beginnen.
ASCC 6933,drucker beeilen.
ASCC 6934,"korrektur urteils über violins continuo original-manuskript haben, fehler sind."
ASCC 6934,höre korrekturen harmonielehre sein.
ASCC 6934,bitte umgehend schicken.
ASCC 6935,"brauche dringendst, das, harmonie lehre druck abgeliefert habe."
ASCC 6935,"kapitel große schwierigkeit gestoßen – ehe kapitel vollenden – durchlesen, cirka 8-12 stellen (die genau weiß) vorhergehenden gestanden ist."
ASCC 6935,"gedruckte mutmaßlich einfluss, jedenfalls kapitel arbeite stellen kann."
ASCC 6935,handelt keinesfalls satz-aenderung.
ASCC 6935,vorläufig unwahrscheinlich.
ASCC 6935,"notwendig sollte, größten rücksicht vorgehen."
ASCC 6935,"bitte veranlassen: i. zunächst sofort zugeschickt wird, gedruckt ist."
ASCC 6935,womöglich (drei) bürstenabzügen originalmanuskript.
ASCC 6935,ii.
ASCC 6935,"uebrige, längstens 8 geschickt wird."
ASCC 6935,"bürsten-abzug, manuskript."
ASCC 6935,druck braucht unterbrochen werden.
ASCC 6935,"8 möglich sein, rest drucken."
ASCC 6935,8 unbedingt haben.
ASCC 6935,"stelle, frage (um handelt) unbedingt gelöst muss."
ASCC 6935,"hätte nicht, müsste kapitel vorläufig könnten satz-aenderungen entstehen, für kosten verantwortung übernehme."
ASCC 6935,"auch: eher fortsetzung schicken, ehe frage reine ge bracht habe, prinzip handelt, durchs werk zieht 20 stellen citiert ist."
ASCC 6935,hoffe nimmt ge nügend erledigt wunsch sofort.
ASCC 6935,p. s. manuskript korrektur über violins continuo sofort erledigt gestern geschickt.
ASCC 6935,bitte nachricht eingetroffen.
ASCC 6936,express herrn fried geschickt: bitte sofort per express schicken: pakett verzögern!
ASCC 6936,ferner sofort fried telegrafierenob berlin orchesterstücke kopieren lassen soll.
ASCC 6936,kosten universal edition!
ASCC 6936,dürfte schätzungsweise höchstens 40–45 mark kosten (wahrscheinlich weniger!)
ASCC 6936,waere interesse werke dringend nötig!
ASCC 6936,karte fried wünsche zurück.
ASCC 6937,"drückt arbeitseifer, druckfrage lax behandeln."
ASCC 6937,"10 her, druckbogen übergab."
ASCC 6937,hätte früher abgemacht können.
ASCC 6937,"liegt daran, werk spätestens anfangs juni heraußen ist!"
ASCC 6937,"so, gurreliedern !"
ASCC 6937,", fertig stellung umsonst beeilt habe!"
ASCC 6937,– hoffentlich schlagen rasches tempo an.
ASCC 6937,"wäre gut, gleichzeitig mehreren druckereien anzufragen?"
ASCC 6937,stereotypie vornherein verabredet!
ASCC 6937,– kopisten 30 seiten.
ASCC 6937,"schreiben, ehe fortsetzung verlangt, an, fortsetzung liefere nicht!"
ASCC 6937,fortsetzung meint übrigens.
ASCC 6937,"haben, gemacht."
ASCC 6937,"gleichzeitig machen, ohnehin zweck hat, tummle."
ASCC 6937,kopist braucht 3 monate abschreiben!!!
ASCC 6937,"verzeihen sie, wütend."
ASCC 6938,seinerzeit laubnis gegeben „merker“ für schönberg-heft kapitel harmonielehre überlassen.
ASCC 6938,erlaube zusage erinnern ersuche erlaubnis herrn specht schriftlich erteilen.
ASCC 6938,"gelegenheit möchte ersuchen, termin für erscheinen buches für spätestens juni anzusetzen, für unterrichtstätigkeit einfluss dürfte, herbst rezensionen erfolge vorliegen."
ASCC 6938,monate braucht buch anständig lesen.
ASCC 6938,matritzen ii streich quartetts geschickt.
ASCC 6938,müssen verlag julius straube (geografisches institut etc) berlin geschickt werden.
ASCC 6938,"erwähne voraussetzung getan habe, verrechnungsart für werk eigenhandschriftliche herstellung druckunterlagen eigentum ist, gleichen bedin gungen geschieht, früher."
ASCC 6939,ueber ii.
ASCC 6939,quartett folgendes sagen: quartett komponiert (was tantiemenberechnung moralisch rolle spielen müsste) eigenhändig für vervielfältigung geschrieben.
ASCC 6939,"– solange risiko war, auflage risiko – für geld drucken lassen."
ASCC 6939,"schönen umschläge heruntergenommen garstigen drüber gegeben wurden, berechnen, willen geschah."
ASCC 6939,für uebrige gebührt höchstens vertriebs provision 10–15 prozent reingewinns 10 % für druckkosten-vorschuss.
ASCC 6939,moralischer standpunkt.
ASCC 6939,"vergesslichkeit juristische seite sache, nobel wollen, mir, reicher bin, schenken lassen."
ASCC 6939,"matritzen infolge uebersehens für wertlos geworden, für sie."
ASCC 6939,"benutzen, nehmen geschenk an."
ASCC 6939,"voraussetzung einverstanden sein: universal-edition, gezwungen uebersehen geschenk habe."
ASCC 6939,können sachen druck geben für risiko 100 mark eventuellen ertrag werkes cirka 600 mark 300 exemplaren kürzen.
ASCC 6940,"bin, herr polnauer zählen."
ASCC 6940,"ist, obwohl blick lächerlich aussieht, ernst!"
ASCC 6940,"– bedaure, sprechen können."
ASCC 6940,"münchen, besuchen wohl!!"
ASCC 6940,"– schicke korrekturen (letzte, meinerseits druck reife) bitte rasch ansehen lassen."
ASCC 6940,bitte hiesige adresse schicken.
ASCC 6940,"bitte adresse fremdem sagen, irrsinnige besorgnis hält."
ASCC 6940,"überrascht ich, stimmen ii."
ASCC 6940,quartetts autografieren lassen.
ASCC 6940,"schade nur, gewusst ."
ASCC 6940,hätte rosé gespielten stimmen vorlage gewählt.
ASCC 6940,größere fehlerlosigkeit garantiert hätte.
ASCC 6940,pelleas fertig sein.
ASCC 6940,harmonielehre liegt letzten ab-zügen!!!
ASCC 6940,chor „friede erden“ schreker heuer aufführt stechen lassen.
ASCC 6940,10 druckseiten.
ASCC 6940,käme teuer würde sicher aufführung druckkosten hereinbringen.
ASCC 6940,bitte nachricht darüber.
ASCC 6940,einstweilen komponiere „glückliche hand“ geht’s kontrapunkt-buch.
